Date,Close
01/11/2021,143.77
02/11/2021,145.86
03/11/2021,146.79
04/11/2021,148.68
05/11/2021,149.24
08/11/2021,149.35
09/11/2021,149.25
10/11/2021,146.63
11/11/2021,146.75
12/11/2021,149.65
15/11/2021,149.39
16/11/2021,149.08
17/11/2021,149.06
18/11/2021,150.71
19/11/2021,149.95
22/11/2021,147.08
23/11/2021,146.76
24/11/2021,146.72
26/11/2021,142.81
29/11/2021,146.11
30/11/2021,142.45
01/12/2021,141.62
02/12/2021,143.78
03/12/2021,142.52
06/12/2021,143.8
07/12/2021,148.04
08/12/2021,148.72
09/12/2021,148.11
10/12/2021,148.68
13/12/2021,146.7
14/12/2021,144.97
15/12/2021,147.37
16/12/2021,144.84
17/12/2021,142.8
20/12/2021,142.4
21/12/2021,144.22
22/12/2021,146.95
23/12/2021,147.14
27/12/2021,148.06
28/12/2021,146.45
29/12/2021,146.5
30/12/2021,146
31/12/2021,144.68
03/01/2022,145.07
04/01/2022,144.42
05/01/2022,137.65
06/01/2022,137.55
07/01/2022,137
10/01/2022,138.57
11/01/2022,140.02
12/01/2022,141.65
13/01/2022,139.13
14/01/2022,139.79
18/01/2022,136.29
19/01/2022,135.65
20/01/2022,133.51
21/01/2022,130.09
24/01/2022,130.37
25/01/2022,126.74
26/01/2022,129.24
27/01/2022,129.12
28/01/2022,133.29
31/01/2022,135.7
01/02/2022,137.88
02/02/2022,148.04
03/02/2022,142.65
04/02/2022,143.02
07/02/2022,138.94
08/02/2022,139.21
09/02/2022,141.45
10/02/2022,138.6
11/02/2022,134.13
14/02/2022,135.3
15/02/2022,136.43
16/02/2022,137.49
17/02/2022,132.31
18/02/2022,130.47
22/02/2022,129.4
23/02/2022,127.59
24/02/2022,132.67
25/02/2022,134.52
28/02/2022,134.89
